video_uid,source,target1,target2,method,category,type,race,gender,clip_name,dataset_dir,raw_video_relpath,raw_video_path,metadata_row_count,is_video_fake,is_audio_fake,true_label,label_name
id06355__00347_id00685_wavtolip__860cbc653d,id06355,id00685,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00347_id00685_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id06355,FakeVideo-FakeAudio/Asian (South)/men/id06355/00347_id00685_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id06355/00347_id00685_wavtolip.mp4,1,1,1,1,FAKE
id06355__00347_id00745_wavtolip__b17b4b9f9d,id06355,id00745,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00347_id00745_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id06355,FakeVideo-FakeAudio/Asian (South)/men/id06355/00347_id00745_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id06355/00347_id00745_wavtolip.mp4,1,1,1,1,FAKE
id06355__00347_id04928_wavtolip__713fd2f3eb,id06355,id04928,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00347_id04928_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id06355,FakeVideo-FakeAudio/Asian (South)/men/id06355/00347_id04928_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id06355/00347_id04928_wavtolip.mp4,1,1,1,1,FAKE
id06355__00347_id07165_wavtolip__a09feb22a2,id06355,id07165,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00347_id07165_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id06355,FakeVideo-FakeAudio/Asian (South)/men/id06355/00347_id07165_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id06355/00347_id07165_wavtolip.mp4,1,1,1,1,FAKE
id06355__00347_id07179_wavtolip__bde1984eb1,id06355,id07179,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00347_id07179_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id06355,FakeVideo-FakeAudio/Asian (South)/men/id06355/00347_id07179_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id06355/00347_id07179_wavtolip.mp4,1,1,1,1,FAKE
id06355__00347_id07195_wavtolip__d36043b05a,id06355,id07195,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00347_id07195_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id06355,FakeVideo-FakeAudio/Asian (South)/men/id06355/00347_id07195_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id06355/00347_id07195_wavtolip.mp4,1,1,1,1,FAKE
id06355__00347_id07463_wavtolip__b8a9329826,id06355,id07463,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00347_id07463_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id06355,FakeVideo-FakeAudio/Asian (South)/men/id06355/00347_id07463_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id06355/00347_id07463_wavtolip.mp4,1,1,1,1,FAKE
id06355__00347_id08314_wavtolip__3eeb3bab11,id06355,id08314,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00347_id08314_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id06355,FakeVideo-FakeAudio/Asian (South)/men/id06355/00347_id08314_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id06355/00347_id08314_wavtolip.mp4,1,1,1,1,FAKE
id06355__00347_id08457_wavtolip__0d6615b61f,id06355,id08457,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00347_id08457_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id06355,FakeVideo-FakeAudio/Asian (South)/men/id06355/00347_id08457_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id06355/00347_id08457_wavtolip.mp4,1,1,1,1,FAKE
id06753__00021_id00032_wavtolip__4a5082d313,id06753,id00032,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00021_id00032_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id06753,FakeVideo-FakeAudio/Asian (South)/men/id06753/00021_id00032_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id06753/00021_id00032_wavtolip.mp4,1,1,1,1,FAKE
id06753__00021_id00078_wavtolip__6747fa2bab,id06753,id00078,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00021_id00078_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id06753,FakeVideo-FakeAudio/Asian (South)/men/id06753/00021_id00078_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id06753/00021_id00078_wavtolip.mp4,1,1,1,1,FAKE
id06753__00021_id00769_wavtolip__125b669493,id06753,id00769,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00021_id00769_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id06753,FakeVideo-FakeAudio/Asian (South)/men/id06753/00021_id00769_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id06753/00021_id00769_wavtolip.mp4,1,1,1,1,FAKE
id06753__00021_id04537_wavtolip__e052fa754b,id06753,id04537,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00021_id04537_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id06753,FakeVideo-FakeAudio/Asian (South)/men/id06753/00021_id04537_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id06753/00021_id04537_wavtolip.mp4,1,1,1,1,FAKE
id06753__00021_id06355_wavtolip__a52bfc17d4,id06753,id06355,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00021_id06355_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id06753,FakeVideo-FakeAudio/Asian (South)/men/id06753/00021_id06355_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id06753/00021_id06355_wavtolip.mp4,1,1,1,1,FAKE
id06753__00021_id07161_wavtolip__679d42ed6a,id06753,id07161,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00021_id07161_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id06753,FakeVideo-FakeAudio/Asian (South)/men/id06753/00021_id07161_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id06753/00021_id07161_wavtolip.mp4,1,1,1,1,FAKE
id06753__00021_id07210_wavtolip__744009cfe7,id06753,id07210,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00021_id07210_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id06753,FakeVideo-FakeAudio/Asian (South)/men/id06753/00021_id07210_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id06753/00021_id07210_wavtolip.mp4,1,1,1,1,FAKE
id06753__00021_id07463_wavtolip__dc8371dd1e,id06753,id07463,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00021_id07463_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id06753,FakeVideo-FakeAudio/Asian (South)/men/id06753/00021_id07463_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id06753/00021_id07463_wavtolip.mp4,1,1,1,1,FAKE
id06753__00021_id08457_wavtolip__af9f13999b,id06753,id08457,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00021_id08457_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id06753,FakeVideo-FakeAudio/Asian (South)/men/id06753/00021_id08457_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id06753/00021_id08457_wavtolip.mp4,1,1,1,1,FAKE
id07058__00010_id00103_wavtolip__06fdb9774e,id07058,id00103,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00010_id00103_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07058,FakeVideo-FakeAudio/Asian (South)/men/id07058/00010_id00103_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07058/00010_id00103_wavtolip.mp4,1,1,1,1,FAKE
id07058__00010_id00685_wavtolip__9063bad1b0,id07058,id00685,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00010_id00685_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07058,FakeVideo-FakeAudio/Asian (South)/men/id07058/00010_id00685_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07058/00010_id00685_wavtolip.mp4,1,1,1,1,FAKE
id07058__00010_id03344_wavtolip__f6c6afd7b6,id07058,id03344,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00010_id03344_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07058,FakeVideo-FakeAudio/Asian (South)/men/id07058/00010_id03344_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07058/00010_id03344_wavtolip.mp4,1,1,1,1,FAKE
id07058__00010_id04560_wavtolip__8ad46a8b39,id07058,id04560,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00010_id04560_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07058,FakeVideo-FakeAudio/Asian (South)/men/id07058/00010_id04560_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07058/00010_id04560_wavtolip.mp4,1,1,1,1,FAKE
id07058__00010_id04928_wavtolip__d9f0964f39,id07058,id04928,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00010_id04928_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07058,FakeVideo-FakeAudio/Asian (South)/men/id07058/00010_id04928_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07058/00010_id04928_wavtolip.mp4,1,1,1,1,FAKE
id07058__00010_id06753_wavtolip__33f0e09a73,id07058,id06753,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00010_id06753_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07058,FakeVideo-FakeAudio/Asian (South)/men/id07058/00010_id06753_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07058/00010_id06753_wavtolip.mp4,1,1,1,1,FAKE
id07058__00010_id07182_wavtolip__f56998f580,id07058,id07182,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00010_id07182_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07058,FakeVideo-FakeAudio/Asian (South)/men/id07058/00010_id07182_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07058/00010_id07182_wavtolip.mp4,1,1,1,1,FAKE
id07058__00010_id07194_wavtolip__c4c37c2c93,id07058,id07194,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00010_id07194_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07058,FakeVideo-FakeAudio/Asian (South)/men/id07058/00010_id07194_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07058/00010_id07194_wavtolip.mp4,1,1,1,1,FAKE
id07058__00010_id08313_wavtolip__c415b96633,id07058,id08313,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00010_id08313_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07058,FakeVideo-FakeAudio/Asian (South)/men/id07058/00010_id08313_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07058/00010_id08313_wavtolip.mp4,1,1,1,1,FAKE
id07058__00010_id08314_wavtolip__de4faf5d9f,id07058,id08314,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00010_id08314_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07058,FakeVideo-FakeAudio/Asian (South)/men/id07058/00010_id08314_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07058/00010_id08314_wavtolip.mp4,1,1,1,1,FAKE
id07108__00412_id00459_wavtolip__d1e03890ae,id07108,id00459,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00412_id00459_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07108,FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id00459_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id00459_wavtolip.mp4,1,1,1,1,FAKE
id07108__00412_id00685_wavtolip__a6e99d060e,id07108,id00685,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00412_id00685_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07108,FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id00685_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id00685_wavtolip.mp4,1,1,1,1,FAKE
id07108__00412_id00732_wavtolip__3c69678eee,id07108,id00732,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00412_id00732_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07108,FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id00732_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id00732_wavtolip.mp4,1,1,1,1,FAKE
id07108__00412_id00769_wavtolip__917baa14d2,id07108,id00769,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00412_id00769_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07108,FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id00769_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id00769_wavtolip.mp4,1,1,1,1,FAKE
id07108__00412_id03599_wavtolip__562f9a42e0,id07108,id03599,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00412_id03599_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07108,FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id03599_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id03599_wavtolip.mp4,1,1,1,1,FAKE
id07108__00412_id06334_wavtolip__7a8f0406f4,id07108,id06334,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00412_id06334_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07108,FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id06334_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id06334_wavtolip.mp4,1,1,1,1,FAKE
id07108__00412_id06355_wavtolip__cd50d3917a,id07108,id06355,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00412_id06355_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07108,FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id06355_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id06355_wavtolip.mp4,1,1,1,1,FAKE
id07108__00412_id07194_wavtolip__925c0eea61,id07108,id07194,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00412_id07194_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07108,FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id07194_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id07194_wavtolip.mp4,1,1,1,1,FAKE
id07108__00412_id07195_wavtolip__ee8926654d,id07108,id07195,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00412_id07195_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07108,FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id07195_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id07195_wavtolip.mp4,1,1,1,1,FAKE
id07108__00412_id08314_wavtolip__b6805e1680,id07108,id08314,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00412_id08314_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07108,FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id08314_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07108/00412_id08314_wavtolip.mp4,1,1,1,1,FAKE
id07161__00159_id00082_wavtolip__e93e6edca8,id07161,id00082,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00159_id00082_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07161,FakeVideo-FakeAudio/Asian (South)/men/id07161/00159_id00082_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07161/00159_id00082_wavtolip.mp4,1,1,1,1,FAKE
id07161__00159_id00103_wavtolip__97b910dabd,id07161,id00103,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00159_id00103_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07161,FakeVideo-FakeAudio/Asian (South)/men/id07161/00159_id00103_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07161/00159_id00103_wavtolip.mp4,1,1,1,1,FAKE
id07161__00159_id00459_wavtolip__22f403daff,id07161,id00459,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00159_id00459_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07161,FakeVideo-FakeAudio/Asian (South)/men/id07161/00159_id00459_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07161/00159_id00459_wavtolip.mp4,1,1,1,1,FAKE
id07161__00159_id00816_wavtolip__c5760154a4,id07161,id00816,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00159_id00816_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07161,FakeVideo-FakeAudio/Asian (South)/men/id07161/00159_id00816_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07161/00159_id00816_wavtolip.mp4,1,1,1,1,FAKE
id07161__00159_id04928_wavtolip__f55603cf8a,id07161,id04928,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00159_id04928_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07161,FakeVideo-FakeAudio/Asian (South)/men/id07161/00159_id04928_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07161/00159_id04928_wavtolip.mp4,1,1,1,1,FAKE
id07161__00159_id06355_wavtolip__736a0e1eca,id07161,id06355,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00159_id06355_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07161,FakeVideo-FakeAudio/Asian (South)/men/id07161/00159_id06355_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07161/00159_id06355_wavtolip.mp4,1,1,1,1,FAKE
id07161__00159_id07165_wavtolip__2739aa8cb6,id07161,id07165,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00159_id07165_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07161,FakeVideo-FakeAudio/Asian (South)/men/id07161/00159_id07165_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07161/00159_id07165_wavtolip.mp4,1,1,1,1,FAKE
id07161__00159_id07195_wavtolip__7b1273f272,id07161,id07195,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00159_id07195_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07161,FakeVideo-FakeAudio/Asian (South)/men/id07161/00159_id07195_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07161/00159_id07195_wavtolip.mp4,1,1,1,1,FAKE
id07161__00159_id08314_wavtolip__823593ce4c,id07161,id08314,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00159_id08314_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07161,FakeVideo-FakeAudio/Asian (South)/men/id07161/00159_id08314_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07161/00159_id08314_wavtolip.mp4,1,1,1,1,FAKE
id07163__00141_id00414_wavtolip__184ac78790,id07163,id00414,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00141_id00414_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07163,FakeVideo-FakeAudio/Asian (South)/men/id07163/00141_id00414_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07163/00141_id00414_wavtolip.mp4,1,1,1,1,FAKE
id07163__00141_id00685_wavtolip__823e6503e2,id07163,id00685,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00141_id00685_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07163,FakeVideo-FakeAudio/Asian (South)/men/id07163/00141_id00685_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07163/00141_id00685_wavtolip.mp4,1,1,1,1,FAKE
id07163__00141_id00732_wavtolip__2d4c92b1d2,id07163,id00732,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00141_id00732_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07163,FakeVideo-FakeAudio/Asian (South)/men/id07163/00141_id00732_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07163/00141_id00732_wavtolip.mp4,1,1,1,1,FAKE
id07163__00141_id00860_wavtolip__7a374a4097,id07163,id00860,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00141_id00860_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id07163,FakeVideo-FakeAudio/Asian (South)/men/id07163/00141_id00860_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id07163/00141_id00860_wavtolip.mp4,1,1,1,1,FAKE
