video_uid,source,target1,target2,method,category,type,race,gender,clip_name,dataset_dir,raw_video_relpath,raw_video_path,metadata_row_count,is_video_fake,is_audio_fake,true_label,label_name,split,sync_offset,sync_confidence,sync_min_distance,n_tracks,sync_status,sync_error,crop_path,sync_score
id00863__00069__aa11e452e5,id00863,-,-,real,A,RealVideo-RealAudio,Asian (East),men,00069.mp4,RealVideo-RealAudio/Asian (East)/men/id00863,RealVideo-RealAudio/Asian (East)/men/id00863/00069.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id00863/00069.mp4,1,0,0,0,REAL,train,-1.0,5.312711715698242,8.157244682312012,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00863__00069__aa11e452e5/00000.avi,0.10508248879184993
id01779__00010__0e4c47fed4,id01779,-,-,real,A,RealVideo-RealAudio,African,men,00010.mp4,RealVideo-RealAudio/African/men/id01779,RealVideo-RealAudio/African/men/id01779/00010.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01779/00010.mp4,1,0,0,0,REAL,train,-1.0,6.351766109466553,7.32358980178833,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01779__00010__0e4c47fed4/00000.avi,0.10363782153829224
id06388__00005_id01281_ojee5zgwesc_faceswap__bfc8c841a2,id06388,id01281,-,faceswap,C,FakeVideo-RealAudio,Asian (East),women,00005_id01281_ojEe5zGWESc_faceswap.mp4,FakeVideo-RealAudio/Asian (East)/women/id06388,FakeVideo-RealAudio/Asian (East)/women/id06388/00005_id01281_ojEe5zGWESc_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/women/id06388/00005_id01281_ojEe5zGWESc_faceswap.mp4,1,1,0,1,FAKE,val,-2.0,5.6381330490112305,7.689324855804443,2.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id06388__00005_id01281_ojee5zgwesc_faceswap__bfc8c841a2/00000.avi,0.117017524346661
id00076__00109_9_id01528_wavtolip__61aefe5bce,id00076,9,-,faceswap-wav2lip,D,FakeVideo-FakeAudio,African,men,00109_9_id01528_wavtolip.mp4,FakeVideo-FakeAudio/African/men/id00076,FakeVideo-FakeAudio/African/men/id00076/00109_9_id01528_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/African/men/id00076/00109_9_id01528_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,7.170190334320068,7.337026596069336,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00076__00109_9_id01528_wavtolip__61aefe5bce/00000.avi,0.36261186406376433
id04601__00118__eeb216ba80,id04601,-,-,real,A,RealVideo-RealAudio,Asian (South),men,00118.mp4,RealVideo-RealAudio/Asian (South)/men/id04601,RealVideo-RealAudio/Asian (South)/men/id04601/00118.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id04601/00118.mp4,1,0,0,0,REAL,train,-1.0,5.858434200286865,7.856386661529541,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id04601__00118__eeb216ba80/00000.avi,0.12797907823473323
id00417__00069__b04a239367,id00417,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00069.mp4,RealVideo-RealAudio/Asian (South)/women/id00417,RealVideo-RealAudio/Asian (South)/women/id00417/00069.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id00417/00069.mp4,1,0,0,0,REAL,train,0.0,5.509220123291016,7.996311187744141,2.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00417__00069__b04a239367/00000.avi,0.06752884720379916
id00374__00311__21f956f055,id00374,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00311.mp4,RealVideo-RealAudio/Caucasian (European)/women/id00374,RealVideo-RealAudio/Caucasian (European)/women/id00374/00311.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id00374/00311.mp4,1,0,0,0,REAL,val,3.0,6.564523696899414,8.406133651733398,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00374__00311__21f956f055/00000.avi,0.7117468352241807
id04736__00083__011ed50cd7,id04736,-,-,real,A,RealVideo-RealAudio,African,women,00083.mp4,RealVideo-RealAudio/African/women/id04736,RealVideo-RealAudio/African/women/id04736/00083.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04736/00083.mp4,1,0,0,0,REAL,train,1.0,6.126645088195801,8.315876960754395,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id04736__00083__011ed50cd7/00000.avi,0.31336194162875486
id01058__00005__caa5bbd6b2,id01058,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00005.mp4,RealVideo-RealAudio/Caucasian (European)/men/id01058,RealVideo-RealAudio/Caucasian (European)/men/id01058/00005.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id01058/00005.mp4,1,0,0,0,REAL,train,1.0,6.893892765045166,7.418735027313232,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01058__00005__caa5bbd6b2/00000.avi,0.21908885584064086
id01610__00090_fake__67c1a5784c,id01610,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,men,00090_fake.mp4,RealVideo-FakeAudio/African/men/id01610,RealVideo-FakeAudio/African/men/id01610/00090_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id01610/00090_fake.mp4,1,0,1,1,FAKE,train,-2.0,0.7531757354736328,14.620588302612305,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01610__00090_fake__67c1a5784c/00000.avi,0.9582817293844207
id00166__00010_id01637_5vjcpzm8knm_faceswap_id00166_wavtolip__aa86dfcb8b,id00166,id01637,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,African,men,00010_id01637_5VjcPZm8knM_faceswap_id00166_wavtolip.mp4,FakeVideo-FakeAudio/African/men/id00166,FakeVideo-FakeAudio/African/men/id00166/00010_id01637_5VjcPZm8knM_faceswap_id00166_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/African/men/id00166/00010_id01637_5VjcPZm8knM_faceswap_id00166_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,6.844753265380859,7.704987049102783,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00166__00010_id01637_5vjcpzm8knm_faceswap_id00166_wavtolip__aa86dfcb8b/00000.avi,0.40639418355079543
id01154__00118__abd3287c74,id01154,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00118.mp4,RealVideo-RealAudio/Caucasian (European)/men/id01154,RealVideo-RealAudio/Caucasian (European)/men/id01154/00118.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id01154/00118.mp4,1,0,0,0,REAL,train,2.0,5.272307872772217,7.993978977203369,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01154__00118__abd3287c74/00000.avi,0.1195463321918433
id01168__00028_id00943_lxsv2rnbga8__b5dd537e2b,id01168,id00943,-,fsgan,C,FakeVideo-RealAudio,Caucasian (American),men,00028_id00943_LxSv2rnBGA8.mp4,FakeVideo-RealAudio/Caucasian (American)/men/id01168,FakeVideo-RealAudio/Caucasian (American)/men/id01168/00028_id00943_LxSv2rnBGA8.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id01168/00028_id00943_LxSv2rnBGA8.mp4,1,1,0,1,FAKE,train,-1.0,6.359875202178955,7.037266254425049,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01168__00028_id00943_lxsv2rnbga8__b5dd537e2b/00000.avi,0.06724879302107135
id06807__00015__ac40199fb9,id06807,-,-,real,A,RealVideo-RealAudio,Asian (East),men,00015.mp4,RealVideo-RealAudio/Asian (East)/men/id06807,RealVideo-RealAudio/Asian (East)/men/id06807/00015.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id06807/00015.mp4,1,0,0,0,REAL,train,-1.0,6.917644500732422,7.1079277992248535,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id06807__00015__ac40199fb9/00000.avi,0.146333713396491
id00944__00135__14fb2956c7,id00944,-,-,real,A,RealVideo-RealAudio,African,men,00135.mp4,RealVideo-RealAudio/African/men/id00944,RealVideo-RealAudio/African/men/id00944/00135.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00944/00135.mp4,1,0,0,0,REAL,train,-1.0,5.749966621398926,8.222135543823242,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00944__00135__14fb2956c7/00000.avi,0.1904632056105024
id00305__00113__f63c0236cb,id00305,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00113.mp4,RealVideo-RealAudio/Caucasian (European)/men/id00305,RealVideo-RealAudio/Caucasian (European)/men/id00305/00113.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id00305/00113.mp4,1,0,0,0,REAL,train,-1.0,5.804871559143066,8.517509460449219,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00305__00113__f63c0236cb/00000.avi,0.29420284874040775
id00100__00028_id00272_vly1bottbrm_id01248_wavtolip__17f86f397e,id00100,id00272,id01248,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),women,00028_id00272_VLY1boTtbRM_id01248_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/women/id00100,FakeVideo-FakeAudio/Caucasian (American)/women/id00100/00028_id00272_VLY1boTtbRM_id01248_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/women/id00100/00028_id00272_VLY1boTtbRM_id01248_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,9.836618423461914,6.467282772064209,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00100__00028_id00272_vly1bottbrm_id01248_wavtolip__17f86f397e/00000.avi,0.8232681028966505
id01001__00086__48d8bc18fa,id01001,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00086.mp4,RealVideo-RealAudio/Caucasian (European)/women/id01001,RealVideo-RealAudio/Caucasian (European)/women/id01001/00086.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id01001/00086.mp4,1,0,0,0,REAL,train,-1.0,5.171852111816406,8.711379051208496,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01001__00086__48d8bc18fa/00000.avi,0.19852716666373676
id05844__00072__525897928a,id05844,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00072.mp4,RealVideo-RealAudio/Asian (East)/women/id05844,RealVideo-RealAudio/Asian (East)/women/id05844/00072.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id05844/00072.mp4,1,0,0,0,REAL,train,0.0,4.92852783203125,8.845353126525879,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id05844__00072__525897928a/00000.avi,0.12237634104500082
id00428__00017__61e3c055ad,id00428,-,-,real,A,RealVideo-RealAudio,Caucasian (American),women,00017.mp4,RealVideo-RealAudio/Caucasian (American)/women/id00428,RealVideo-RealAudio/Caucasian (American)/women/id00428/00017.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00428/00017.mp4,1,0,0,0,REAL,train,0.0,7.526203632354736,7.343620777130127,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00428__00017__61e3c055ad/00000.avi,0.2638742969520639
id04927__00013_fake__0b2a40ae4d,id04927,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (South),women,00013_fake.mp4,RealVideo-FakeAudio/Asian (South)/women/id04927,RealVideo-FakeAudio/Asian (South)/women/id04927/00013_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (South)/women/id04927/00013_fake.mp4,1,0,1,1,FAKE,train,-1.0,2.112330436706543,11.3342866897583,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id04927__00013_fake__0b2a40ae4d/00000.avi,0.25612597707150475
id00857__00347_fake__aff6dfabe8,id00857,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (South),men,00347_fake.mp4,RealVideo-FakeAudio/Asian (South)/men/id00857,RealVideo-FakeAudio/Asian (South)/men/id00857/00347_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (South)/men/id00857/00347_fake.mp4,1,0,1,1,FAKE,val,-11.0,0.6768569946289062,12.431846618652344,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00857__00347_fake__aff6dfabe8/00000.avi,0.9737202887862325
id05931__00013_id02619_wavtolip__7ce6bacd8e,id05931,id02619,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00013_id02619_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/women/id05931,FakeVideo-FakeAudio/Asian (South)/women/id05931/00013_id02619_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/women/id05931/00013_id02619_wavtolip.mp4,1,1,1,1,FAKE,val,-2.0,8.63685417175293,6.131631374359131,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id05931__00013_id02619_wavtolip__7ce6bacd8e/00000.avi,0.34655296497251636
id06428__00043_id07051_d1c0pl2ap_4_faceswap__ee7a754089,id06428,id07051,faceswap.mp4,faceswap,C,FakeVideo-RealAudio,Asian (South),women,00043_id07051_d1c0Pl2aP_4_faceswap.mp4,FakeVideo-RealAudio/Asian (South)/women/id06428,FakeVideo-RealAudio/Asian (South)/women/id06428/00043_id07051_d1c0Pl2aP_4_faceswap.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id06428/00043_id07051_d1c0Pl2aP_4_faceswap.mp4,1,1,0,1,FAKE,train,-1.0,6.183916091918945,8.238151550292969,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id06428__00043_id07051_d1c0pl2ap_4_faceswap__ee7a754089/00000.avi,0.3017622730073219
id06343__00023__34c9872f3e,id06343,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00023.mp4,RealVideo-RealAudio/Asian (South)/women/id06343,RealVideo-RealAudio/Asian (South)/women/id06343/00023.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id06343/00023.mp4,1,0,0,0,REAL,train,-5.0,6.0958967208862305,8.487507820129395,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id06343__00023__34c9872f3e/00000.avi,0.7963146228086914
id01281__00040_fake__2fa23d64ae,id01281,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (East),women,00040_fake.mp4,RealVideo-FakeAudio/Asian (East)/women/id01281,RealVideo-FakeAudio/Asian (East)/women/id01281/00040_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id01281/00040_fake.mp4,1,0,1,1,FAKE,val,11.0,0.5785140991210938,14.887619018554688,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01281__00040_fake__2fa23d64ae/00000.avi,0.9995119610610175
id02508__00083_id01532_xnlwp_s_f7q_id00359_wavtolip__e5c6cf57f8,id02508,id01532,f7Q,fsgan-wav2lip,D,FakeVideo-FakeAudio,African,women,00083_id01532_XnlWp_s_f7Q_id00359_wavtolip.mp4,FakeVideo-FakeAudio/African/women/id02508,FakeVideo-FakeAudio/African/women/id02508/00083_id01532_XnlWp_s_f7Q_id00359_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/African/women/id02508/00083_id01532_XnlWp_s_f7Q_id00359_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,7.174251556396484,7.183897495269775,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id02508__00083_id01532_xnlwp_s_f7q_id00359_wavtolip__e5c6cf57f8/00000.avi,0.3063998355019589
id00707__00052_id05106_wavtolip__5b0d4e56d1,id00707,id05106,-,wav2lip,C,FakeVideo-RealAudio,African,women,00052_id05106_wavtolip.mp4,FakeVideo-RealAudio/African/women/id00707,FakeVideo-RealAudio/African/women/id00707/00052_id05106_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/women/id00707/00052_id05106_wavtolip.mp4,1,1,0,1,FAKE,train,-2.0,7.696770668029785,6.582948684692383,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00707__00052_id05106_wavtolip__5b0d4e56d1/00000.avi,0.2438988705580764
id07102__00052__3cf29171e2,id07102,-,-,real,A,RealVideo-RealAudio,Asian (East),men,00052.mp4,RealVideo-RealAudio/Asian (East)/men/id07102,RealVideo-RealAudio/Asian (East)/men/id07102/00052.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id07102/00052.mp4,1,0,0,0,REAL,train,2.0,7.214015960693359,7.365274429321289,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id07102__00052__3cf29171e2/00000.avi,0.3875323660273716
id00056__00028_id07102_4gkplwvjpsi_faceswap_id04691_wavtolip__27d159a458,id00056,id07102,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,Asian (East),men,00028_id07102_4gKPlwvjpsI_faceswap_id04691_wavtolip.mp4,FakeVideo-FakeAudio/Asian (East)/men/id00056,FakeVideo-FakeAudio/Asian (East)/men/id00056/00028_id07102_4gKPlwvjpsI_faceswap_id04691_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (East)/men/id00056/00028_id07102_4gKPlwvjpsI_faceswap_id04691_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,6.877059459686279,7.482451438903809,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00056__00028_id07102_4gkplwvjpsi_faceswap_id04691_wavtolip__27d159a458/00000.avi,0.32934463986030216
id00264__00257_fake__96f2aaf97b,id00264,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00257_fake.mp4,RealVideo-FakeAudio/Caucasian (American)/men/id00264,RealVideo-FakeAudio/Caucasian (American)/men/id00264/00257_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id00264/00257_fake.mp4,1,0,1,1,FAKE,train,15.0,2.1646652221679688,11.89039421081543,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00264__00257_fake__96f2aaf97b/00000.avi,0.998628183475009
id00264__00257_id03757_l_m_xbdflqm_id00943_wavtolip__6cf48d0eb2,id00264,id03757,id00943,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00257_id03757_L-M-XbdFLQM_id00943_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id00264,FakeVideo-FakeAudio/Caucasian (American)/men/id00264/00257_id03757_L-M-XbdFLQM_id00943_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id00264/00257_id03757_L-M-XbdFLQM_id00943_wavtolip.mp4,1,1,1,1,FAKE,train,-2.0,7.771113395690918,7.155879020690918,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00264__00257_id03757_l_m_xbdflqm_id00943_wavtolip__6cf48d0eb2/00000.avi,0.4837336708642915
id06388__00005_id06060_wavtolip__0e2287ddbd,id06388,id06060,-,wav2lip,C,FakeVideo-RealAudio,Asian (East),women,00005_id06060_wavtolip.mp4,FakeVideo-RealAudio/Asian (East)/women/id06388,FakeVideo-RealAudio/Asian (East)/women/id06388/00005_id06060_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/women/id06388/00005_id06060_wavtolip.mp4,1,1,0,1,FAKE,train,-2.0,7.678996562957764,7.5946197509765625,2.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id06388__00005_id06060_wavtolip__0e2287ddbd/00001.avi,0.6345805762520875
id01231__00015__6e99bc9824,id01231,-,-,real,A,RealVideo-RealAudio,Caucasian (American),women,00015.mp4,RealVideo-RealAudio/Caucasian (American)/women/id01231,RealVideo-RealAudio/Caucasian (American)/women/id01231/00015.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id01231/00015.mp4,1,0,0,0,REAL,train,-1.0,7.770899772644043,7.480876445770264,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01231__00015__6e99bc9824/00000.avi,0.5020464515438711
id01598__00044_id02342_wavtolip__2d2d5b5479,id01598,id02342,-,wav2lip,C,FakeVideo-RealAudio,African,men,00044_id02342_wavtolip.mp4,FakeVideo-RealAudio/African/men/id01598,FakeVideo-RealAudio/African/men/id01598/00044_id02342_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/men/id01598/00044_id02342_wavtolip.mp4,1,1,0,1,FAKE,train,-2.0,7.863962650299072,7.0452399253845215,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id01598__00044_id02342_wavtolip__2d2d5b5479/00000.avi,0.46817786368992254
id00832__00078_id03569_yo0eppm9p_8__05d9a8176b,id00832,id03569,-,fsgan,C,FakeVideo-RealAudio,African,women,00078_id03569_YO0EpPm9p-8.mp4,FakeVideo-RealAudio/African/women/id00832,FakeVideo-RealAudio/African/women/id00832/00078_id03569_YO0EpPm9p-8.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/women/id00832/00078_id03569_YO0EpPm9p-8.mp4,1,1,0,1,FAKE,train,2.0,4.545932769775391,8.414530754089355,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id00832__00078_id03569_yo0eppm9p_8__05d9a8176b/00000.avi,0.09451696374594318
id05434__00052__e324c1d7a4,id05434,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00052.mp4,RealVideo-RealAudio/Asian (South)/women/id05434,RealVideo-RealAudio/Asian (South)/women/id05434/00052.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id05434/00052.mp4,1,0,0,0,REAL,val,-5.0,3.384305953979492,10.060117721557617,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id05434__00052__e324c1d7a4/00000.avi,0.5953915082742514
id02948__00298_id00592_wavtolip__1003947ad2,id02948,id00592,-,wav2lip,C,FakeVideo-RealAudio,African,women,00298_id00592_wavtolip.mp4,FakeVideo-RealAudio/African/women/id02948,FakeVideo-RealAudio/African/women/id02948/00298_id00592_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/women/id02948/00298_id00592_wavtolip.mp4,1,1,0,1,FAKE,train,-2.0,6.305000305175781,8.243677139282227,1.0,ok,,/Users/jeevikakiran/Documents/USC/Multimodal/Project/syncnet_work_pretrained/pycrop/id02948__00298_id00592_wavtolip__1003947ad2/00000.avi,0.45199595225735756
