video_uid,source,target1,target2,method,category,type,race,gender,clip_name,dataset_dir,raw_video_relpath,raw_video_path,metadata_row_count,is_video_fake,is_audio_fake,true_label,label_name,split
id00909__00037_id01098_wavtolip__2e9e279142,id00909,id01098,-,wav2lip,D,FakeVideo-FakeAudio,Caucasian (European),men,00037_id01098_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (European)/men/id00909,FakeVideo-FakeAudio/Caucasian (European)/men/id00909/00037_id01098_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (European)/men/id00909/00037_id01098_wavtolip.mp4,1,1,1,1,FAKE,train
id00414__00052__187bac020a,id00414,-,-,real,A,RealVideo-RealAudio,Asian (South),men,00052.mp4,RealVideo-RealAudio/Asian (South)/men/id00414,RealVideo-RealAudio/Asian (South)/men/id00414/00052.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id00414/00052.mp4,1,0,0,0,REAL,train
id01245__00028_id01225_wuzuzom84ws_id00097_wavtolip__029957e954,id01245,id01225,id00097,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),women,00028_id01225_WuzuZoM84Ws_id00097_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/women/id01245,FakeVideo-FakeAudio/Caucasian (American)/women/id01245/00028_id01225_WuzuZoM84Ws_id00097_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/women/id01245/00028_id01225_WuzuZoM84Ws_id00097_wavtolip.mp4,1,1,1,1,FAKE,train
id02342__00191__ab0a53ee86,id02342,-,-,real,A,RealVideo-RealAudio,African,men,00191.mp4,RealVideo-RealAudio/African/men/id02342,RealVideo-RealAudio/African/men/id02342/00191.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02342/00191.mp4,1,0,0,0,REAL,train
id01691__00045__48804b7629,id01691,-,-,real,A,RealVideo-RealAudio,African,men,00045.mp4,RealVideo-RealAudio/African/men/id01691,RealVideo-RealAudio/African/men/id01691/00045.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01691/00045.mp4,1,0,0,0,REAL,train
id01058__00005_id00306_cdx55f3nwnc__19507491ad,id01058,id00306,-,fsgan,C,FakeVideo-RealAudio,Caucasian (European),men,00005_id00306_CDX55F3nWNc.mp4,FakeVideo-RealAudio/Caucasian (European)/men/id01058,FakeVideo-RealAudio/Caucasian (European)/men/id01058/00005_id00306_CDX55F3nWNc.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/men/id01058/00005_id00306_CDX55F3nWNc.mp4,1,1,0,1,FAKE,train
id05844__00072_fake__8f8d6059be,id05844,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (East),women,00072_fake.mp4,RealVideo-FakeAudio/Asian (East)/women/id05844,RealVideo-FakeAudio/Asian (East)/women/id05844/00072_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id05844/00072_fake.mp4,1,0,1,1,FAKE,val
id00056__00028__a79e98520a,id00056,-,-,real,A,RealVideo-RealAudio,Asian (East),men,00028.mp4,RealVideo-RealAudio/Asian (East)/men/id00056,RealVideo-RealAudio/Asian (East)/men/id00056/00028.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id00056/00028.mp4,1,0,0,0,REAL,val
id01175__00025__ac81da8440,id01175,-,-,real,A,RealVideo-RealAudio,Caucasian (American),men,00025.mp4,RealVideo-RealAudio/Caucasian (American)/men/id01175,RealVideo-RealAudio/Caucasian (American)/men/id01175/00025.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01175/00025.mp4,1,0,0,0,REAL,val
id01544__00044__24f628daa6,id01544,-,-,real,A,RealVideo-RealAudio,African,men,00044.mp4,RealVideo-RealAudio/African/men/id01544,RealVideo-RealAudio/African/men/id01544/00044.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01544/00044.mp4,1,0,0,0,REAL,train
id06054__00010_fake__cebb25b63a,id06054,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (East),women,00010_fake.mp4,RealVideo-FakeAudio/Asian (East)/women/id06054,RealVideo-FakeAudio/Asian (East)/women/id06054/00010_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id06054/00010_fake.mp4,1,0,1,1,FAKE,train
id05383__00015__a4c1b87b64,id05383,-,-,real,A,RealVideo-RealAudio,Asian (East),men,00015.mp4,RealVideo-RealAudio/Asian (East)/men/id05383,RealVideo-RealAudio/Asian (East)/men/id05383/00015.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id05383/00015.mp4,1,0,0,0,REAL,val
id06445__00150__85a65a1a97,id06445,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00150.mp4,RealVideo-RealAudio/Asian (South)/women/id06445,RealVideo-RealAudio/Asian (South)/women/id06445/00150.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id06445/00150.mp4,1,0,0,0,REAL,train
id00029__00288_id00018_wavtolip__bcc268f304,id00029,id00018,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (American),men,00288_id00018_wavtolip.mp4,FakeVideo-RealAudio/Caucasian (American)/men/id00029,FakeVideo-RealAudio/Caucasian (American)/men/id00029/00288_id00018_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id00029/00288_id00018_wavtolip.mp4,1,1,0,1,FAKE,train
id00591__00001__54e7f1c4b2,id00591,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00001.mp4,RealVideo-RealAudio/Caucasian (European)/women/id00591,RealVideo-RealAudio/Caucasian (European)/women/id00591/00001.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id00591/00001.mp4,1,0,0,0,REAL,train
id07799__00063__c1be8ffcf4,id07799,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00063.mp4,RealVideo-RealAudio/Asian (East)/women/id07799,RealVideo-RealAudio/Asian (East)/women/id07799/00063.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id07799/00063.mp4,1,0,0,0,REAL,train
id03599__00072__cffab0cce2,id03599,-,-,real,A,RealVideo-RealAudio,Asian (South),men,00072.mp4,RealVideo-RealAudio/Asian (South)/men/id03599,RealVideo-RealAudio/Asian (South)/men/id03599/00072.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id03599/00072.mp4,1,0,0,0,REAL,train
id00306__00015_id01154_tvmocag4a4w__2046411a5f,id00306,id01154,-,fsgan,C,FakeVideo-RealAudio,Caucasian (European),men,00015_id01154_tvmOcaG4A4w.mp4,FakeVideo-RealAudio/Caucasian (European)/men/id00306,FakeVideo-RealAudio/Caucasian (European)/men/id00306/00015_id01154_tvmOcaG4A4w.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/men/id00306/00015_id01154_tvmOcaG4A4w.mp4,1,1,0,1,FAKE,train
id03589__00002__bc1a3020a5,id03589,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00002.mp4,RealVideo-RealAudio/Caucasian (European)/women/id03589,RealVideo-RealAudio/Caucasian (European)/women/id03589/00002.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id03589/00002.mp4,1,0,0,0,REAL,train
id02071__00195_id02617_4ezjrxc4flk_id02721_wavtolip__56c90bbd1a,id02071,id02617,id02721,fsgan-wav2lip,D,FakeVideo-FakeAudio,African,women,00195_id02617_4EZjRXC4fLk_id02721_wavtolip.mp4,FakeVideo-FakeAudio/African/women/id02071,FakeVideo-FakeAudio/African/women/id02071/00195_id02617_4EZjRXC4fLk_id02721_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/African/women/id02071/00195_id02617_4EZjRXC4fLk_id02721_wavtolip.mp4,1,1,1,1,FAKE,train
id07686__00254__abb4900acb,id07686,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00254.mp4,RealVideo-RealAudio/Asian (South)/women/id07686,RealVideo-RealAudio/Asian (South)/women/id07686/00254.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id07686/00254.mp4,1,0,0,0,REAL,train
id01210__00283__8785614d72,id01210,-,-,real,A,RealVideo-RealAudio,Caucasian (American),men,00283.mp4,RealVideo-RealAudio/Caucasian (American)/men/id01210,RealVideo-RealAudio/Caucasian (American)/men/id01210/00283.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01210/00283.mp4,1,0,0,0,REAL,val
id01661__00059__b453863459,id01661,-,-,real,A,RealVideo-RealAudio,African,women,00059.mp4,RealVideo-RealAudio/African/women/id01661,RealVideo-RealAudio/African/women/id01661/00059.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01661/00059.mp4,1,0,0,0,REAL,train
id04564__00417__23d79c0e41,id04564,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00417.mp4,RealVideo-RealAudio/Asian (South)/women/id04564,RealVideo-RealAudio/Asian (South)/women/id04564/00417.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id04564/00417.mp4,1,0,0,0,REAL,train
id00775__00092_id00049_s_ehtuf_mqy_faceswap_id01096_wavtolip__648f5692ff,id00775,id00049,EHTUF-mQY,faceswap-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00092_id00049_S_EHTUF-mQY_faceswap_id01096_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id00775,FakeVideo-FakeAudio/Caucasian (American)/men/id00775/00092_id00049_S_EHTUF-mQY_faceswap_id01096_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id00775/00092_id00049_S_EHTUF-mQY_faceswap_id01096_wavtolip.mp4,1,1,1,1,FAKE,val
id01096__00037__f3d4b76f70,id01096,-,-,real,A,RealVideo-RealAudio,Caucasian (American),men,00037.mp4,RealVideo-RealAudio/Caucasian (American)/men/id01096,RealVideo-RealAudio/Caucasian (American)/men/id01096/00037.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id01096/00037.mp4,1,0,0,0,REAL,train
id08402__00092_fake__a6556c2ab1,id08402,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (East),women,00092_fake.mp4,RealVideo-FakeAudio/Asian (East)/women/id08402,RealVideo-FakeAudio/Asian (East)/women/id08402/00092_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id08402/00092_fake.mp4,1,0,1,1,FAKE,train
id03605__00048_id01004_867wlj7gw68_id00841_wavtolip__6a6670e4e4,id03605,id01004,id00841,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),women,00048_id01004_867Wlj7Gw68_id00841_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/women/id03605,FakeVideo-FakeAudio/Caucasian (American)/women/id03605/00048_id01004_867Wlj7Gw68_id00841_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/women/id03605/00048_id01004_867Wlj7Gw68_id00841_wavtolip.mp4,1,1,1,1,FAKE,train
id00740__00015_fake__e53f2b2868,id00740,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (East),men,00015_fake.mp4,RealVideo-FakeAudio/Asian (East)/men/id00740,RealVideo-FakeAudio/Asian (East)/men/id00740/00015_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id00740/00015_fake.mp4,1,0,1,1,FAKE,train
id00491__00122_fake__83fa7dc1f1,id00491,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (European),women,00122_fake.mp4,RealVideo-FakeAudio/Caucasian (European)/women/id00491,RealVideo-FakeAudio/Caucasian (European)/women/id00491/00122_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (European)/women/id00491/00122_fake.mp4,1,0,1,1,FAKE,train
id01838__00126__bbc416adf4,id01838,-,-,real,A,RealVideo-RealAudio,African,women,00126.mp4,RealVideo-RealAudio/African/women/id01838,RealVideo-RealAudio/African/women/id01838/00126.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01838/00126.mp4,1,0,0,0,REAL,train
id06427__00138_id00137_l22rc38u5ba__7e9e25edbc,id06427,id00137,-,fsgan,C,FakeVideo-RealAudio,Asian (East),women,00138_id00137_L22Rc38U5BA.mp4,FakeVideo-RealAudio/Asian (East)/women/id06427,FakeVideo-RealAudio/Asian (East)/women/id06427/00138_id00137_L22Rc38U5BA.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/women/id06427/00138_id00137_L22Rc38U5BA.mp4,1,1,0,1,FAKE,train
id00987__00160__c61a7edee4,id00987,-,-,real,A,RealVideo-RealAudio,African,men,00160.mp4,RealVideo-RealAudio/African/men/id00987,RealVideo-RealAudio/African/men/id00987/00160.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00987/00160.mp4,1,0,0,0,REAL,train
id00190__00072__efbdc972c0,id00190,-,-,real,A,RealVideo-RealAudio,Caucasian (American),women,00072.mp4,RealVideo-RealAudio/Caucasian (American)/women/id00190,RealVideo-RealAudio/Caucasian (American)/women/id00190/00072.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00190/00072.mp4,1,0,0,0,REAL,train
id01995__00071__f9664af39f,id01995,-,-,real,A,RealVideo-RealAudio,African,men,00071.mp4,RealVideo-RealAudio/African/men/id01995,RealVideo-RealAudio/African/men/id01995/00071.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01995/00071.mp4,1,0,0,0,REAL,train
id07049__00043__30e2bb7908,id07049,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00043.mp4,RealVideo-RealAudio/Asian (South)/women/id07049,RealVideo-RealAudio/Asian (South)/women/id07049/00043.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id07049/00043.mp4,1,0,0,0,REAL,val
id00633__00088__869581a768,id00633,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00088.mp4,RealVideo-RealAudio/Caucasian (European)/women/id00633,RealVideo-RealAudio/Caucasian (European)/women/id00633/00088.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id00633/00088.mp4,1,0,0,0,REAL,train
id01225__00300__7444ba7639,id01225,-,-,real,A,RealVideo-RealAudio,Caucasian (American),women,00300.mp4,RealVideo-RealAudio/Caucasian (American)/women/id01225,RealVideo-RealAudio/Caucasian (American)/women/id01225/00300.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id01225/00300.mp4,1,0,0,0,REAL,train
id00042__00028_id01002_eqtvihjyiso__9546981fe1,id00042,id01002,-,fsgan,C,FakeVideo-RealAudio,Caucasian (European),women,00028_id01002_eQTviHjyISo.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00042,FakeVideo-RealAudio/Caucasian (European)/women/id00042/00028_id01002_eQTviHjyISo.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00042/00028_id01002_eQTviHjyISo.mp4,1,1,0,1,FAKE,train
id03028__00466__dfb03845a2,id03028,-,-,real,A,RealVideo-RealAudio,Asian (East),men,00466.mp4,RealVideo-RealAudio/Asian (East)/men/id03028,RealVideo-RealAudio/Asian (East)/men/id03028/00466.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id03028/00466.mp4,1,0,0,0,REAL,train
id00126__00173_id04774_wavtolip__af863ff294,id00126,id04774,-,wav2lip,C,FakeVideo-RealAudio,Asian (East),men,00173_id04774_wavtolip.mp4,FakeVideo-RealAudio/Asian (East)/men/id00126,FakeVideo-RealAudio/Asian (East)/men/id00126/00173_id04774_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/men/id00126/00173_id04774_wavtolip.mp4,1,1,0,1,FAKE,train
id00371__00099__6148e34b17,id00371,-,-,real,A,RealVideo-RealAudio,African,women,00099.mp4,RealVideo-RealAudio/African/women/id00371,RealVideo-RealAudio/African/women/id00371/00099.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00371/00099.mp4,1,0,0,0,REAL,val
id07768__00143_fake__fd4e1df126,id07768,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (South),men,00143_fake.mp4,RealVideo-FakeAudio/Asian (South)/men/id07768,RealVideo-FakeAudio/Asian (South)/men/id07768/00143_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (South)/men/id07768/00143_fake.mp4,1,0,1,1,FAKE,train
id01051__00322__7758047fb5,id01051,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00322.mp4,RealVideo-RealAudio/Caucasian (European)/men/id01051,RealVideo-RealAudio/Caucasian (European)/men/id01051/00322.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id01051/00322.mp4,1,0,0,0,REAL,train
id04583__00077_id07008_wavtolip__6807a75274,id04583,id07008,-,wav2lip,C,FakeVideo-RealAudio,Asian (South),women,00077_id07008_wavtolip.mp4,FakeVideo-RealAudio/Asian (South)/women/id04583,FakeVideo-RealAudio/Asian (South)/women/id04583/00077_id07008_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04583/00077_id07008_wavtolip.mp4,1,1,0,1,FAKE,train
id04057__00015_id01451_vdijbjp23fc__19c3b756fd,id04057,id01451,-,fsgan,C,FakeVideo-RealAudio,Asian (East),women,00015_id01451_VdiJbjp23Fc.mp4,FakeVideo-RealAudio/Asian (East)/women/id04057,FakeVideo-RealAudio/Asian (East)/women/id04057/00015_id01451_VdiJbjp23Fc.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/women/id04057/00015_id01451_VdiJbjp23Fc.mp4,1,1,0,1,FAKE,train
id01124__00063_id04219_9llhvp_jydg__5afdcb9ab2,id01124,id04219,-,fsgan,C,FakeVideo-RealAudio,Caucasian (American),men,00063_id04219_9llHvP-jYDg.mp4,FakeVideo-RealAudio/Caucasian (American)/men/id01124,FakeVideo-RealAudio/Caucasian (American)/men/id01124/00063_id04219_9llHvP-jYDg.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id01124/00063_id04219_9llHvP-jYDg.mp4,1,1,0,1,FAKE,train
id09125__00098__0c62104148,id09125,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00098.mp4,RealVideo-RealAudio/Asian (East)/women/id09125,RealVideo-RealAudio/Asian (East)/women/id09125/00098.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id09125/00098.mp4,1,0,0,0,REAL,train
id05252__00052_id05251_wavtolip__aa7ec32411,id05252,id05251,-,wav2lip,C,FakeVideo-RealAudio,African,women,00052_id05251_wavtolip.mp4,FakeVideo-RealAudio/African/women/id05252,FakeVideo-RealAudio/African/women/id05252/00052_id05251_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/African/women/id05252/00052_id05251_wavtolip.mp4,1,1,0,1,FAKE,val
id00363__00014__e41a7065a6,id00363,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00014.mp4,RealVideo-RealAudio/Asian (East)/women/id00363,RealVideo-RealAudio/Asian (East)/women/id00363/00014.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id00363/00014.mp4,1,0,0,0,REAL,train
id00945__00107_id01105_wavtolip__e7e6b24c91,id00945,id01105,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (American),men,00107_id01105_wavtolip.mp4,FakeVideo-RealAudio/Caucasian (American)/men/id00945,FakeVideo-RealAudio/Caucasian (American)/men/id00945/00107_id01105_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id00945/00107_id01105_wavtolip.mp4,1,1,0,1,FAKE,train
id02310__00139__bcb53bf6d3,id02310,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00139.mp4,RealVideo-RealAudio/Asian (South)/women/id02310,RealVideo-RealAudio/Asian (South)/women/id02310/00139.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id02310/00139.mp4,1,0,0,0,REAL,train
id00461__00043__0b552d7047,id00461,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00043.mp4,RealVideo-RealAudio/Asian (South)/women/id00461,RealVideo-RealAudio/Asian (South)/women/id00461/00043.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id00461/00043.mp4,1,0,0,0,REAL,train
id01211__00023_fake__9fbf2a5902,id01211,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00023_fake.mp4,RealVideo-FakeAudio/Caucasian (American)/men/id01211,RealVideo-FakeAudio/Caucasian (American)/men/id01211/00023_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01211/00023_fake.mp4,1,0,1,1,FAKE,train
id00287__00005_id01002_eqtvihjyiso__a201ff4cc6,id00287,id01002,-,fsgan,C,FakeVideo-RealAudio,Caucasian (European),women,00005_id01002_eQTviHjyISo.mp4,FakeVideo-RealAudio/Caucasian (European)/women/id00287,FakeVideo-RealAudio/Caucasian (European)/women/id00287/00005_id01002_eQTviHjyISo.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (European)/women/id00287/00005_id01002_eQTviHjyISo.mp4,1,1,0,1,FAKE,train
id00417__00069_fake__4a9955d5e1,id00417,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (South),women,00069_fake.mp4,RealVideo-FakeAudio/Asian (South)/women/id00417,RealVideo-FakeAudio/Asian (South)/women/id00417/00069_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (South)/women/id00417/00069_fake.mp4,1,0,1,1,FAKE,train
id04701__00017__5a4aa15093,id04701,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00017.mp4,RealVideo-RealAudio/Asian (East)/women/id04701,RealVideo-RealAudio/Asian (East)/women/id04701/00017.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id04701/00017.mp4,1,0,0,0,REAL,val
